person_age,person_gender,person_education,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,person_income_log
24.0,female,Bachelor,4,RENT,1875.0,EDUCATION,13.49,0.1,2.0,645,No,0,9.828871759155339
26.0,male,Bachelor,6,RENT,1900.0,DEBTCONSOLIDATION,11.01,0.08,3.0,588,No,0,10.09179118100763
22.0,male,High School,0,RENT,1900.0,DEBTCONSOLIDATION,7.29,0.06,3.0,571,No,1,10.38794866687079
24.0,male,High School,0,RENT,1900.0,MEDICAL,13.49,0.05,2.0,649,Yes,0,10.583574822507286
23.0,male,Master,0,RENT,1925.0,PERSONAL,12.18,0.05,2.0,592,Yes,0,10.521021782876922
25.0,male,Bachelor,5,RENT,1925.0,EDUCATION,6.17,0.04,4.0,642,No,0,10.852671327712308
23.0,male,Bachelor,2,RENT,1950.0,DEBTCONSOLIDATION,10.37,0.09,2.0,665,Yes,0,9.96034036412891
22.0,female,Associate,2,MORTGAGE,2000.0,MEDICAL,8.59,0.06,3.0,622,No,0,10.480213270078822
24.0,male,High School,1,RENT,1950.0,MEDICAL,13.11,0.05,4.0,576,Yes,0,10.571752727571992
24.0,male,High School,1,MORTGAGE,5500.0,DEBTCONSOLIDATION,12.98,0.15,2.0,575,Yes,0,10.48849257447637
24.0,female,Associate,2,MORTGAGE,10000.0,PERSONAL,11.01,0.28,2.0,661,Yes,0,10.48310202697824
24.0,female,Bachelor,1,RENT,2000.0,DEBTCONSOLIDATION,10.25,0.15,2.0,623,No,1,9.484100989086919
23.0,male,Master,1,MORTGAGE,10000.0,EDUCATION,8.0,0.28,2.0,621,Yes,0,10.489522684399441
23.0,male,Bachelor,0,RENT,2000.0,EDUCATION,7.74,0.13,4.0,528,No,1,9.64296658814672
25.0,male,Associate,2,RENT,2000.0,HOMEIMPROVEMENT,11.89,0.13,4.0,608,No,1,9.6423824949348
21.0,female,Master,0,RENT,2000.0,MEDICAL,11.01,0.11,4.0,539,Yes,0,9.782279909600437
23.0,male,High School,0,MORTGAGE,11500.0,DEBTCONSOLIDATION,7.9,0.32,4.0,669,Yes,0,10.490301522301456
24.0,female,Master,0,RENT,2000.0,VENTURE,10.65,0.11,4.0,668,Yes,0,9.819562317598367
26.0,male,Bachelor,2,RENT,2000.0,PERSONAL,17.49,0.11,4.0,651,No,1,9.803943422199742
21.0,female,High School,0,MORTGAGE,4200.0,PERSONAL,11.99,0.12,3.0,554,Yes,0,10.488603988882367
26.0,female,Master,1,RENT,2000.0,PERSONAL,10.37,0.11,2.0,640,Yes,0,9.824931239630352
21.0,male,Bachelor,0,RENT,2000.0,DEBTCONSOLIDATION,5.79,0.11,2.0,635,No,0,9.798071479779479
26.0,male,Master,3,RENT,2000.0,MEDICAL,6.92,0.11,4.0,646,Yes,0,9.803446198355902
26.0,male,Master,4,MORTGAGE,7200.0,HOMEIMPROVEMENT,8.49,0.2,4.0,669,Yes,0,10.484501333150819
26.0,male,Bachelor,4,RENT,2000.0,DEBTCONSOLIDATION,15.58,0.11,4.0,639,No,1,9.802838144386198
25.0,female,Associate,1,RENT,2000.0,MEDICAL,7.88,0.1,4.0,597,Yes,0,9.85906533498338
21.0,male,Associate,0,RENT,2000.0,MEDICAL,7.9,0.1,2.0,602,Yes,0,9.894547710966654
24.0,male,Bachelor,2,RENT,2000.0,PERSONAL,15.05,0.1,4.0,603,No,1,9.909419921189237
25.0,male,Master,3,RENT,2000.0,EDUCATION,13.48,0.1,4.0,687,Yes,0,9.904537001671699
24.0,female,High School,0,RENT,2000.0,VENTURE,10.37,0.09,2.0,658,No,0,10.015073648988146
25.0,female,Associate,0,RENT,2000.0,DEBTCONSOLIDATION,7.51,0.09,4.0,685,No,1,10.044552992814731
23.0,male,Associate,2,RENT,2000.0,EDUCATION,14.79,0.09,3.0,651,Yes,0,10.029899914890565
21.0,male,High School,0,RENT,2000.0,EDUCATION,5.42,0.09,3.0,462,Yes,0,10.031704850336881
26.0,male,Bachelor,1,RENT,2000.0,EDUCATION,13.3,0.09,2.0,484,No,1,10.033243075528665
22.0,male,Associate,2,RENT,2000.0,VENTURE,14.22,0.08,2.0,641,Yes,0,10.081633737919603
24.0,male,Bachelor,4,MORTGAGE,20000.0,HOMEIMPROVEMENT,10.62,0.56,3.0,717,No,0,10.486652442359842
24.0,female,Bachelor,2,RENT,2000.0,MEDICAL,13.49,0.08,4.0,622,Yes,0,10.07886841165075
23.0,female,Associate,0,RENT,2000.0,EDUCATION,10.59,0.08,4.0,535,Yes,0,10.102666226396506
26.0,male,Bachelor,5,RENT,2000.0,MEDICAL,6.17,0.08,4.0,685,No,0,10.091418348094594
22.0,male,High School,2,RENT,2000.0,DEBTCONSOLIDATION,7.49,0.08,2.0,696,No,0,10.105815964136418
21.0,male,High School,0,RENT,2000.0,MEDICAL,11.01,0.08,3.0,527,Yes,0,10.126631103850338
26.0,male,High School,3,RENT,2000.0,EDUCATION,8.59,0.08,3.0,662,No,1,10.117227023775044
23.0,male,Associate,0,MORTGAGE,6000.0,MEDICAL,11.99,0.17,2.0,632,No,0,10.48290596776773
22.0,male,High School,1,MORTGAGE,5000.0,VENTURE,9.25,0.14,4.0,576,No,0,10.482737886415961
22.0,female,Master,0,MORTGAGE,2500.0,EDUCATION,6.91,0.07,3.0,663,Yes,0,10.482877956170928
22.0,female,Bachelor,2,RENT,2000.0,EDUCATION,14.22,0.08,3.0,690,Yes,0,10.190018963230512
23.0,male,High School,3,OWN,2000.0,EDUCATION,13.16,0.06,3.0,548,Yes,0,10.483382044901216
21.0,female,Associate,1,RENT,2000.0,DEBTCONSOLIDATION,11.71,0.07,2.0,566,No,1,10.196716711417025
22.0,male,High School,0,RENT,2000.0,DEBTCONSOLIDATION,16.89,0.07,2.0,647,No,1,10.196642123515149
23.0,male,Bachelor,0,RENT,2000.0,VENTURE,13.99,0.07,2.0,727,No,0,10.227200158772034
22.0,female,Associate,1,RENT,2000.0,VENTURE,7.29,0.07,3.0,604,No,0,10.222704628596402
23.0,male,High School,0,RENT,2000.0,EDUCATION,10.39,0.07,3.0,654,Yes,0,10.217604621184988
21.0,female,Associate,1,RENT,2000.0,MEDICAL,13.11,0.07,2.0,605,No,0,10.269795945443098
22.0,male,Bachelor,0,RENT,2000.0,HOMEIMPROVEMENT,11.89,0.07,4.0,651,No,1,10.284318379685931
24.0,male,Master,2,RENT,2000.0,MEDICAL,11.01,0.07,3.0,666,No,0,10.2909923352673
24.0,male,Bachelor,4,RENT,2000.0,HOMEIMPROVEMENT,12.69,0.07,2.0,650,No,1,10.294481794215836
25.0,female,Associate,4,RENT,2000.0,MEDICAL,16.59,0.07,2.0,612,Yes,0,10.303269877508795
21.0,female,Associate,0,RENT,2000.0,PERSONAL,18.39,0.07,3.0,638,No,1,10.301860906830536
23.0,male,High School,1,OWN,6400.0,EDUCATION,8.94,0.18,4.0,625,Yes,0,10.494297420728252
23.0,female,Bachelor,1,RENT,2000.0,EDUCATION,12.61,0.07,3.0,676,Yes,0,10.308919326755392
22.0,female,Master,0,MORTGAGE,8875.0,MEDICAL,15.68,0.25,3.0,711,No,1,10.484529299311765
25.0,male,Master,0,RENT,2000.0,PERSONAL,10.38,0.07,4.0,643,Yes,0,10.306883855475181
23.0,female,Bachelor,0,RENT,2000.0,EDUCATION,14.35,0.07,2.0,588,No,0,10.300315467248629
22.0,female,Master,1,RENT,2000.0,EDUCATION,13.11,0.07,4.0,645,Yes,0,10.313243442061449
22.0,female,High School,0,OWN,1800.0,MEDICAL,5.42,0.05,4.0,650,Yes,0,10.493383103285598
24.0,male,Associate,4,MORTGAGE,2500.0,PERSONAL,6.76,0.07,2.0,549,Yes,0,10.48868754154148
24.0,male,Associate,0,MORTGAGE,11000.0,PERSONAL,11.71,0.31,4.0,603,No,1,10.482597797038709
21.0,female,Master,0,RENT,2000.0,EDUCATION,11.14,0.07,4.0,599,Yes,0,10.30788542468387
25.0,female,Associate,3,MORTGAGE,10000.0,DEBTCONSOLIDATION,7.74,0.28,3.0,663,Yes,0,10.493881925521244
24.0,female,Master,0,RENT,2000.0,HOMEIMPROVEMENT,14.61,0.07,2.0,629,No,1,10.296002501468664
24.0,male,Associate,0,RENT,2000.0,VENTURE,16.0,0.07,2.0,601,No,1,10.306883855475181
22.0,female,High School,1,RENT,2000.0,EDUCATION,11.36,0.07,4.0,666,Yes,0,10.321473941197965
22.0,female,Associate,2,RENT,2000.0,EDUCATION,13.23,0.07,4.0,617,Yes,0,10.332311050221527
24.0,female,Master,2,RENT,2000.0,PERSONAL,6.62,0.06,4.0,659,Yes,0,10.339999029049618
25.0,male,High School,1,RENT,2000.0,VENTURE,9.91,0.06,4.0,584,No,0,10.357139468227567
24.0,male,Master,3,RENT,2000.0,DEBTCONSOLIDATION,14.96,0.06,4.0,568,No,1,10.353192806623015
21.0,female,Associate,0,RENT,2000.0,EDUCATION,13.47,0.06,2.0,637,Yes,0,10.351053836662928
22.0,female,Bachelor,0,OWN,6000.0,VENTURE,7.49,0.16,4.0,590,No,0,10.514665170228822
25.0,female,Associate,4,RENT,2000.0,MEDICAL,12.99,0.06,4.0,698,No,0,10.383008250473704
21.0,female,Master,0,MORTGAGE,5000.0,DEBTCONSOLIDATION,13.57,0.14,4.0,624,No,1,10.504492031531843
23.0,male,Bachelor,0,OTHER,3000.0,VENTURE,9.32,0.08,3.0,578,No,0,10.503175339529793
23.0,male,High School,0,RENT,2000.0,DEBTCONSOLIDATION,13.61,0.06,4.0,629,Yes,0,10.410244912126165
23.0,male,Associate,3,RENT,2000.0,DEBTCONSOLIDATION,13.99,0.06,3.0,637,No,1,10.421358301028755
22.0,male,Master,1,RENT,2000.0,MEDICAL,8.49,0.06,2.0,688,Yes,0,10.486987263791542
26.0,male,Master,5,RENT,2000.0,EDUCATION,11.71,0.05,2.0,716,No,1,10.524789583442729
25.0,female,Associate,0,RENT,2000.0,MEDICAL,12.42,0.05,2.0,591,No,0,10.517158531594276
21.0,female,Bachelor,0,RENT,2000.0,EDUCATION,13.43,0.05,4.0,540,Yes,0,10.521884246882085
23.0,male,Master,1,MORTGAGE,4750.0,DEBTCONSOLIDATION,14.46,0.13,4.0,715,No,1,10.511321912742025
24.0,female,Bachelor,2,RENT,2000.0,DEBTCONSOLIDATION,7.66,0.05,3.0,684,Yes,0,10.507584916262562
24.0,female,Associate,2,RENT,2000.0,MEDICAL,20.0,0.05,3.0,675,No,1,10.525863495538852
22.0,male,Associate,0,MORTGAGE,5400.0,EDUCATION,12.84,0.15,4.0,476,Yes,0,10.517753850242626
23.0,female,High School,2,RENT,15000.0,HOMEIMPROVEMENT,18.25,0.15,2.0,595,No,1,11.504237836572663
22.0,male,Bachelor,0,RENT,15000.0,MEDICAL,16.77,0.17,2.0,673,No,1,11.363427278823627
25.0,male,Bachelor,0,RENT,15000.0,VENTURE,12.42,0.13,2.0,531,Yes,0,11.65356528276954
23.0,male,Master,0,RENT,15000.0,EDUCATION,9.88,0.13,4.0,511,Yes,0,11.652261229588024
23.0,male,Associate,1,RENT,15000.0,VENTURE,15.05,0.13,2.0,596,No,0,11.654060377433932
25.0,male,Bachelor,5,MORTGAGE,5000.0,VENTURE,6.03,0.13,3.0,663,Yes,0,10.520401427096484
25.0,female,Master,3,MORTGAGE,6500.0,DEBTCONSOLIDATION,14.27,0.17,3.0,678,No,0,10.523176549783848
22.0,female,Bachelor,0,OWN,8000.0,EDUCATION,13.49,0.22,2.0,646,Yes,0,10.520886955657799
23.0,female,High School,0,RENT,15000.0,DEBTCONSOLIDATION,8.49,0.15,2.0,636,No,1,11.526493008191766
25.0,male,Associate,3,RENT,15000.0,EDUCATION,8.88,0.13,2.0,515,Yes,0,11.666804679382656
26.0,female,High School,3,RENT,15000.0,DEBTCONSOLIDATION,16.0,0.15,3.0,629,No,1,11.531953282374811
25.0,male,Associate,0,RENT,15000.0,MEDICAL,11.58,0.13,4.0,618,Yes,0,11.661173041430432
25.0,female,Associate,5,RENT,15000.0,EDUCATION,7.49,0.13,4.0,645,No,0,11.67689633988492
23.0,female,Associate,0,RENT,15000.0,PERSONAL,6.99,0.13,4.0,631,Yes,0,11.694846941742844
26.0,male,Associate,4,RENT,15000.0,VENTURE,13.49,0.12,4.0,645,No,0,11.706294110694246
21.0,male,High School,0,MORTGAGE,7125.0,MEDICAL,7.51,0.19,4.0,576,No,1,10.510995142050447
24.0,female,Master,0,RENT,15000.0,MEDICAL,7.49,0.12,2.0,673,Yes,0,11.704330640497226
26.0,male,High School,1,RENT,15000.0,EDUCATION,6.99,0.12,2.0,664,No,0,11.702197808975948
24.0,female,Associate,1,RENT,15000.0,HOMEIMPROVEMENT,9.99,0.14,4.0,642,No,1,11.579171901789133
25.0,male,High School,6,MORTGAGE,3600.0,EDUCATION,12.42,0.1,4.0,662,Yes,0,10.538157803337098
26.0,male,Bachelor,3,RENT,15000.0,DEBTCONSOLIDATION,14.26,0.12,2.0,696,Yes,0,11.702437772899765
24.0,female,Associate,0,RENT,15000.0,VENTURE,11.89,0.12,2.0,652,Yes,0,11.70395070128293
24.0,male,Bachelor,2,RENT,15000.0,HOMEIMPROVEMENT,14.42,0.12,2.0,648,Yes,0,11.711800913576996
24.0,male,Bachelor,1,RENT,15000.0,HOMEIMPROVEMENT,14.22,0.12,4.0,648,Yes,0,11.723510487037043
23.0,male,Bachelor,1,OWN,5000.0,PERSONAL,6.62,0.13,2.0,697,Yes,0,10.520644220844389
24.0,male,Associate,1,RENT,15000.0,DEBTCONSOLIDATION,10.95,0.12,3.0,607,Yes,0,11.752705853437138
23.0,female,Bachelor,2,RENT,15000.0,VENTURE,15.95,0.12,3.0,667,No,0,11.758112268759067
21.0,male,Associate,0,MORTGAGE,2400.0,EDUCATION,11.71,0.07,3.0,622,Yes,0,10.515804215181525
25.0,female,Bachelor,3,RENT,15000.0,EDUCATION,9.63,0.11,3.0,649,Yes,0,11.788350222526338
24.0,male,Associate,1,RENT,15000.0,EDUCATION,10.65,0.11,3.0,687,No,0,11.78947328100547
23.0,female,High School,0,RENT,15000.0,EDUCATION,12.18,0.11,2.0,521,Yes,0,11.796170207017076
24.0,male,High School,0,RENT,15000.0,DEBTCONSOLIDATION,14.93,0.13,2.0,543,No,1,11.68210267881411
22.0,female,High School,0,RENT,15000.0,VENTURE,10.62,0.11,3.0,655,Yes,0,11.804893340234718
24.0,male,Bachelor,2,RENT,15000.0,PERSONAL,12.68,0.11,4.0,678,No,0,11.86958540879646
25.0,female,Bachelor,0,RENT,15000.0,PERSONAL,7.51,0.1,2.0,647,No,0,11.883757719583949
24.0,male,Bachelor,2,RENT,15000.0,MEDICAL,11.01,0.1,3.0,630,Yes,0,11.883861238181158
23.0,male,Master,1,RENT,15000.0,MEDICAL,11.01,0.1,2.0,670,Yes,0,11.89540849668647
24.0,male,High School,0,RENT,15000.0,EDUCATION,11.58,0.1,3.0,581,Yes,0,11.903121254792055
25.0,female,Associate,4,RENT,15000.0,VENTURE,11.01,0.1,3.0,659,Yes,0,11.92561772750285
23.0,female,Bachelor,5,MORTGAGE,4600.0,MEDICAL,7.9,0.12,3.0,675,No,0,10.517618581666662
25.0,male,Associate,4,MORTGAGE,8000.0,VENTURE,10.65,0.21,4.0,636,Yes,0,10.528971334610977
23.0,female,Associate,2,RENT,15000.0,EDUCATION,12.99,0.1,4.0,674,Yes,0,11.924750307030974
26.0,male,Bachelor,4,RENT,15000.0,EDUCATION,17.58,0.11,4.0,658,No,1,11.867819824609203
24.0,male,Associate,3,RENT,15000.0,PERSONAL,15.37,0.1,4.0,532,No,1,11.907161091126843
22.0,female,Bachelor,0,RENT,15000.0,VENTURE,14.17,0.09,3.0,702,Yes,0,12.037245626510927
22.0,female,High School,1,MORTGAGE,10000.0,HOMEIMPROVEMENT,13.49,0.27,2.0,672,No,1,10.518592107258032
23.0,male,High School,0,MORTGAGE,3800.0,MEDICAL,18.64,0.1,2.0,642,No,1,10.521722591530942
21.0,male,Bachelor,0,MORTGAGE,15000.0,VENTURE,7.51,0.41,4.0,670,Yes,0,10.5144752032011
26.0,male,High School,1,RENT,15000.0,DEBTCONSOLIDATION,12.42,0.08,4.0,590,Yes,0,12.14398977348351
24.0,male,Associate,1,RENT,15000.0,DEBTCONSOLIDATION,16.82,0.08,3.0,601,No,1,12.092052521234319
24.0,male,Bachelor,3,RENT,15000.0,EDUCATION,10.59,0.06,4.0,689,No,0,12.39331126042258
26.0,male,High School,7,RENT,15000.0,PERSONAL,12.99,0.06,4.0,625,Yes,0,12.439958293376286
26.0,female,High School,3,MORTGAGE,6500.0,VENTURE,6.62,0.18,3.0,633,No,0,10.514610897617482
25.0,male,Bachelor,3,RENT,14950.0,EDUCATION,6.62,0.08,3.0,602,Yes,0,12.200678121212865
22.0,female,Master,0,RENT,14900.0,EDUCATION,15.37,0.36,2.0,665,No,1,10.639933657491222
24.0,male,High School,3,RENT,14900.0,PERSONAL,11.83,0.22,3.0,598,Yes,0,11.114833111191476
22.0,male,Bachelor,0,RENT,14900.0,MEDICAL,13.57,0.21,3.0,682,Yes,0,11.176879137636776
21.0,female,Associate,0,MORTGAGE,7600.0,PERSONAL,6.03,0.21,4.0,505,Yes,0,10.517997287579
25.0,male,Bachelor,3,RENT,14850.0,DEBTCONSOLIDATION,8.9,0.38,4.0,527,No,1,10.574184604258482
25.0,female,Bachelor,2,RENT,14800.0,MEDICAL,7.49,0.42,3.0,448,No,1,10.474749545105949
23.0,female,Bachelor,5,MORTGAGE,1000.0,DEBTCONSOLIDATION,6.62,0.03,3.0,702,No,1,10.51759152575562
23.0,female,High School,0,MORTGAGE,4375.0,VENTURE,6.62,0.12,2.0,674,Yes,0,10.511648576689398
23.0,male,Bachelor,0,MORTGAGE,1400.0,DEBTCONSOLIDATION,6.03,0.04,4.0,593,No,0,10.519591688597762
25.0,female,Associate,0,RENT,2000.0,MEDICAL,10.38,0.05,2.0,628,Yes,0,10.519213586127488
26.0,female,Bachelor,0,RENT,2000.0,VENTURE,11.49,0.05,3.0,612,No,0,10.507229584228375
25.0,female,Master,5,RENT,2000.0,MEDICAL,14.22,0.05,4.0,675,Yes,0,10.524682128775064
24.0,male,High School,2,RENT,2000.0,MEDICAL,8.07,0.05,4.0,645,No,0,10.51867319162636
24.0,male,High School,2,RENT,2000.0,VENTURE,16.29,0.05,2.0,577,No,1,10.549412089723733
24.0,male,Bachelor,4,RENT,2000.0,PERSONAL,14.65,0.05,2.0,626,Yes,0,10.55396206880912
24.0,female,High School,4,MORTGAGE,17000.0,DEBTCONSOLIDATION,11.99,0.46,3.0,641,No,1,10.52169564643158
24.0,female,Associate,0,RENT,2000.0,EDUCATION,10.59,0.05,3.0,618,No,1,10.580657778572933
23.0,female,High School,3,RENT,2000.0,VENTURE,16.49,0.05,3.0,593,Yes,0,10.59194877110536
26.0,male,Bachelor,4,RENT,2000.0,DEBTCONSOLIDATION,11.49,0.05,3.0,565,Yes,0,10.583296168656894
22.0,female,Bachelor,2,RENT,2000.0,EDUCATION,12.53,0.05,2.0,655,No,1,10.58734168618448
24.0,male,High School,2,RENT,2000.0,EDUCATION,10.0,0.05,2.0,597,No,1,10.604181186851473
23.0,male,Master,1,MORTGAGE,13000.0,VENTURE,11.01,0.35,2.0,713,No,0,10.520509342706582
23.0,male,Bachelor,4,RENT,2000.0,EDUCATION,6.03,0.05,4.0,691,Yes,0,10.608489190543079
21.0,male,Master,0,RENT,2000.0,HOMEIMPROVEMENT,12.61,0.05,3.0,657,No,1,10.609921077421808
22.0,male,High School,0,RENT,2000.0,DEBTCONSOLIDATION,11.01,0.05,3.0,661,No,0,10.609896407079258
24.0,female,Master,2,RENT,2000.0,PERSONAL,11.99,0.04,4.0,657,Yes,0,10.794050135837551
24.0,female,Associate,3,RENT,2000.0,MEDICAL,11.01,0.04,4.0,652,No,0,10.79564951283169
21.0,male,Associate,0,RENT,2000.0,EDUCATION,14.72,0.04,3.0,647,No,0,10.797471323887743
22.0,male,High School,2,RENT,2000.0,VENTURE,11.01,0.03,4.0,659,Yes,0,11.02679245379461
25.0,male,High School,3,RENT,2000.0,EDUCATION,9.88,0.03,3.0,650,No,0,11.028871591701666
24.0,male,Master,0,RENT,2000.0,HOMEIMPROVEMENT,10.36,0.03,2.0,654,No,0,11.079045450122525
24.0,female,Master,3,RENT,2000.0,PERSONAL,13.79,0.03,2.0,604,No,0,11.075086947327025
23.0,male,High School,0,RENT,2000.0,EDUCATION,7.49,0.03,3.0,587,Yes,0,11.110804758112454
25.0,male,Associate,7,OWN,7000.0,VENTURE,11.01,0.19,3.0,635,No,0,10.527686503469802
24.0,female,Bachelor,0,RENT,2000.0,EDUCATION,9.32,0.03,3.0,552,Yes,0,11.14432252159463
25.0,male,Master,0,RENT,2000.0,MEDICAL,11.36,0.03,2.0,692,No,0,11.143512594154561
26.0,female,High School,7,RENT,2000.0,MEDICAL,13.35,0.03,2.0,585,Yes,0,11.15470647245893
25.0,female,Associate,4,RENT,2000.0,PERSONAL,6.91,0.03,4.0,581,Yes,0,11.169829338750404
23.0,female,High School,2,RENT,2000.0,MEDICAL,13.06,0.03,3.0,663,Yes,0,11.194811676064791
22.0,female,Bachelor,0,RENT,2000.0,EDUCATION,9.63,0.03,2.0,619,Yes,0,11.197077086969873
22.0,male,Bachelor,2,RENT,2000.0,MEDICAL,18.3,0.03,4.0,641,No,1,11.094147127799939
21.0,female,Associate,0,OWN,9000.0,MEDICAL,5.99,0.24,4.0,551,Yes,0,10.52247675969231
26.0,male,High School,5,RENT,2000.0,MEDICAL,7.9,0.03,3.0,546,Yes,0,11.213089836345878
24.0,female,High School,1,RENT,2000.0,EDUCATION,13.49,0.03,3.0,588,Yes,0,11.228371827192978
22.0,female,High School,2,RENT,2000.0,EDUCATION,15.27,0.03,2.0,634,No,0,11.232801425162886
26.0,female,Bachelor,6,RENT,2000.0,PERSONAL,12.53,0.03,2.0,596,Yes,0,11.234137059688567
25.0,male,Bachelor,4,MORTGAGE,10625.0,EDUCATION,16.49,0.29,4.0,655,Yes,0,10.524010275375073
24.0,female,High School,2,RENT,2000.0,MEDICAL,15.37,0.03,4.0,536,No,1,11.166441275597258
22.0,female,High School,0,RENT,2000.0,DEBTCONSOLIDATION,14.27,0.03,4.0,620,No,0,11.277241105411683
26.0,female,Master,1,RENT,2000.0,MEDICAL,7.51,0.03,2.0,632,Yes,0,11.281938736194993
26.0,male,Associate,1,RENT,2000.0,EDUCATION,11.01,0.02,4.0,648,Yes,0,11.308112870340743
23.0,female,Bachelor,1,RENT,2000.0,PERSONAL,7.66,0.02,2.0,564,No,0,11.349853441367635
23.0,male,Associate,0,MORTGAGE,1200.0,VENTURE,9.67,0.03,2.0,606,No,0,10.514936489111568
22.0,male,Associate,0,MORTGAGE,6000.0,MEDICAL,11.99,0.16,3.0,626,Yes,0,10.515641573886542
26.0,male,Associate,6,RENT,2000.0,EDUCATION,12.84,0.02,2.0,659,Yes,0,11.353742142614896
22.0,female,High School,0,MORTGAGE,3000.0,VENTURE,11.49,0.08,2.0,589,Yes,0,10.517483294790635
24.0,female,Bachelor,6,RENT,2000.0,VENTURE,8.7,0.02,3.0,609,Yes,0,11.349182256937466
22.0,male,High School,0,RENT,2000.0,VENTURE,11.01,0.02,3.0,571,No,0,11.348817037595632
24.0,female,High School,0,RENT,2000.0,MEDICAL,9.99,0.02,2.0,651,Yes,0,11.42036051357589
22.0,male,Master,0,RENT,2000.0,EDUCATION,13.43,0.02,3.0,664,No,0,11.417405263112816
23.0,female,Bachelor,0,OWN,7000.0,VENTURE,7.49,0.19,3.0,599,No,0,10.521587858773161
23.0,female,High School,0,RENT,2000.0,VENTURE,5.79,0.02,3.0,694,No,0,11.41957037273608
24.0,male,Master,2,RENT,2000.0,EDUCATION,11.01,0.02,3.0,721,No,0,11.43650867570218
21.0,female,Bachelor,1,MORTGAGE,3000.0,PERSONAL,5.99,0.08,4.0,645,Yes,0,10.514936489111568
26.0,male,Bachelor,5,MORTGAGE,2000.0,HOMEIMPROVEMENT,11.99,0.05,2.0,639,No,1,10.518700218288165
22.0,female,Master,1,MORTGAGE,3000.0,MEDICAL,14.79,0.08,3.0,700,No,0,10.52430594648344
22.0,female,High School,0,MORTGAGE,13250.0,EDUCATION,10.99,0.36,3.0,621,Yes,0,10.513171599094814
23.0,female,High School,0,RENT,2000.0,VENTURE,9.99,0.02,4.0,607,Yes,0,11.480443594724974
25.0,female,High School,4,RENT,2000.0,VENTURE,11.49,0.02,3.0,617,Yes,0,11.48333186212315
23.0,female,Master,0,RENT,2000.0,PERSONAL,11.01,0.02,3.0,561,No,0,11.482847628053488
25.0,male,Associate,1,RENT,2000.0,VENTURE,13.49,0.02,3.0,676,Yes,0,11.584520281792924
23.0,male,Associate,2,RENT,2000.0,PERSONAL,7.88,0.02,3.0,666,No,0,11.602272445646191
21.0,female,High School,0,RENT,2000.0,EDUCATION,13.57,0.02,3.0,620,Yes,0,11.700392096471523
23.0,male,Bachelor,2,RENT,2000.0,MEDICAL,10.62,0.02,2.0,654,Yes,0,11.703835038950716
25.0,male,High School,1,RENT,2000.0,DEBTCONSOLIDATION,7.29,0.02,4.0,542,Yes,0,11.719427308015874
26.0,female,Bachelor,3,RENT,2000.0,EDUCATION,16.29,0.02,4.0,628,Yes,0,11.779825580739312
23.0,female,High School,0,MORTGAGE,3800.0,DEBTCONSOLIDATION,5.79,0.1,3.0,644,Yes,0,10.524332821340668
22.0,male,Master,0,OWN,5125.0,EDUCATION,10.0,0.14,3.0,596,No,0,10.5200506209133
25.0,female,Bachelor,0,RENT,2000.0,HOMEIMPROVEMENT,6.99,0.01,4.0,601,Yes,0,11.962662609354496
22.0,female,High School,1,RENT,2050.0,VENTURE,10.59,0.07,2.0,613,Yes,0,10.337637294504201
23.0,female,Master,0,MORTGAGE,2400.0,PERSONAL,11.01,0.06,4.0,710,Yes,0,10.522045876105
23.0,male,High School,0,RENT,2100.0,VENTURE,12.21,0.16,3.0,601,No,1,9.49228099379885
23.0,female,High School,1,RENT,2100.0,MEDICAL,8.94,0.14,2.0,597,No,1,9.642901705746048
22.0,male,High School,2,RENT,2100.0,HOMEIMPROVEMENT,14.83,0.11,3.0,591,No,1,9.816239783971849
24.0,male,Associate,2,RENT,2100.0,EDUCATION,13.11,0.11,4.0,696,Yes,0,9.862405107434897
22.0,male,Bachelor,0,RENT,2100.0,MEDICAL,9.99,0.08,4.0,602,Yes,0,10.194775615581893
22.0,male,Master,0,OWN,12000.0,EDUCATION,7.66,0.32,2.0,555,Yes,0,10.520401427096484
25.0,female,High School,2,RENT,2100.0,EDUCATION,13.48,0.07,4.0,585,Yes,0,10.262000805748501
22.0,female,Associate,0,RENT,2100.0,PERSONAL,12.21,0.07,2.0,611,Yes,0,10.294752311243151
22.0,female,Associate,0,MORTGAGE,2000.0,VENTURE,5.42,0.05,2.0,579,Yes,0,10.521533960586822
23.0,male,Bachelor,0,RENT,2100.0,DEBTCONSOLIDATION,11.01,0.05,3.0,624,Yes,0,10.626703114218108
22.0,female,Bachelor,1,RENT,2100.0,MEDICAL,17.04,0.05,3.0,646,No,1,10.650601949366015
25.0,male,Bachelor,3,MORTGAGE,8000.0,HOMEIMPROVEMENT,6.92,0.22,3.0,670,Yes,0,10.509277841877822
22.0,female,Bachelor,0,RENT,2100.0,DEBTCONSOLIDATION,6.39,0.04,2.0,668,No,0,10.802408295847755
25.0,female,High School,2,RENT,2100.0,PERSONAL,17.27,0.04,4.0,549,Yes,0,10.900288575057553
22.0,male,High School,0,OWN,2500.0,EDUCATION,7.29,0.07,3.0,622,Yes,0,10.528248820229608
23.0,male,Associate,4,RENT,2100.0,VENTURE,11.48,0.04,4.0,594,Yes,0,10.91822898216709
